AUTHOR;EDITOR;TITLE;SHORT TITLE;BOOK TITLE;JOURNAL;VOLUME;ISSUE;PAGES;PUBLISHER;PLACE;YEAR
Bergmann, M. S. ;;;;In the Shadow of Moloch: The Sacrifice of Children and its Impact on Western Religions;;;;;Columbia University Press;New York;1992
Vázquez Núñez, G.;Sanlés Martínez, R. (O. de M.);Temas bíblicos. Homenaje en el centenario de su nacimiento (1884-1984);“Temas bíblicos. Homenaje en el centenario de su nacimiento (1884-1984)”;Obras completas. Introducción y notas del R. P. Ricardo Sanlés Martínez (O. de M.);Estudios;35;III;99 - 102;Publicaciones del Monasterio de Poyo;Madrid;1984
Alvar, M.;;Decapitaciones, cefaloforías y otros relatos más o menos hagiográficos;Decapitaciones, cefaloforías y otros relatos más o menos hagiográficos;;Voz y Letra. Revista de Literatura.;1;II;185 - 190;;;1990
Beek, W. E. A.;"Duyndam, J.; Korte A.-M.; Poorthuis, M.";The Kapsiki Home Sacrifice;The Kapsiki Home Sacrifice;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;17-32;Brill;Leiden;2017
Burkert, W.;;;;Homo necans: antropologia del sacrificio cruento nella Grecia antica;;;;;Boringhieri;Torino;1981
Derchain, P.;;;;Le sacrifice de l'oryx;;;;;Fondation Egyptologique Reine Elisabeth;Bruxelles;1962
Février, J. G.;;Essai de reconstitution du sacrifice Molek;Essai de reconstitution du sacrifice Molek;;Journal asiatique;248;;167-187;Imprimerie Nationale;Paris;1960
Lennon, T. M.;;;;Sacrifice ald Self-Interest in Seventeenth-Century France : Quietism, Jansenism and Cartesianism;;;;;Brill;Leiden;2019
Lévi, S.;;;;La doctrine du sacrifice dans les Brâhmaṇas;;;;;Presses universitaires de France;Paris;1966
Stroumsa, G. G.;;;;La fin du sacrifice : les mutations religieuses de l'antiquite tardive;;;;;Odile Jacob;Paris;2005
Albertini, S.;;;;Vendetta, sacrificio e sistema giudiziario in Machiavelli;;;;;Stanford University;Stanford;1997
Arinze, F. A.;;;;Sacrifice in Ibo Religion;;;;;University Press;Ibadan;1970
Bakker, W. F.;;;;"The Sacrifice of Abraham : the Cretan Biblical Drama ""E thusia tou Abraam"" and Western European and Greek Tradition";;;;;Ibadan University of Birmingham;Birmingham;1978
Barugel, A.;;;;The Sacrifice of Isaac in Spanish and Sephardic Balladry;;;;;P. Lang;New York;1990
Beers, W.;;;;Women and Sacrifice : Male Narcisism and the Psychology of Religion;;;;;Wayne State University Press;Detroit;1992
Belfiore, V.;"Ancillotti, A.; Calderini, A.; Massarelli, R.";"Sacrifici cruenti e incruenti nei ""testi paralleli"" del Liber Linteus";"Sacrifici cruenti e incruenti nei ""testi paralleli"" del Liber Linteus";Forme e strutture della religione nell'Italia mediana antica : 3. Convegno internazionale dell'Istituto di ricerche e documentazione sugli antichi Umbri, 21-25 settembre 2011;;;;35-46;L'Erma di Bretschneider;Roma;2016
Benveniste, É.;;Sur la terminologie iranienne du sacrifice;Sur la terminologie iranienne du sacrifice;;Journal asiatique;252;;46-58;Imprimerie Nationale;Paris;1964
"Biardeau, M.; Malamoud, C.";;;;Le sacrifice dans l'Inde ancienne;;;;;Presses universitaires de France;Paris;1976
Bloch, M.;;;;Da preda a cacciatore: la politica dell'esperienza religiosa;;;;;R. Cortina;Milano;2005
Boccara, M.;;;;La religion populaire des Mayas : entre metamorphose et sacrifice;;;;;L'Harmattan;Paris;1990
Bonaccorso, G.;Ubbiali, S.;Il sacrificio come rito o come evento? Un problema aperto in René Girard;Il sacrificio come rito o come evento? Un problema aperto in René Girard;Il sacrificio: evento e rito;;;;181-202;Messaggero;Padova;1998
Bonnechere, P.;;;;Le sacrifice humain en Grece ancienne;;;;;Centre international d'Etude de la religion grecque antique;Athènes - Liège;1994
Boustan, R. S.;"Wright Knust, J.; Várhelyi, Z.";Confounding Blood : Jewish Narratives of Sacrifice and Violence in Late Antiquity;Confounding Blood : Jewish Narratives of Sacrifice and Violence in Late Antiquity;Ancient Mediterranean Sacrifice;;;;265-286;Oxford University Press;Oxford;2011
Boyce, M.;;;;Haoma, Priest of the Sacrifice;;;;;Lund Humpries;London;1970
Bremmer, J. N.;Settis, S.;Modi di comunicazione con il divino: la preghiera, la divinazione e il sacrificio nella civiltà greca;Modi di comunicazione con il divino: la preghiera, la divinazione e il sacrificio nella civiltà greca;I greci: storia, cultura, arte, società;;I;;239-284;Einaudi;Torino;1996
Ralph Lewis, B.;;;;Ritual Sacrifice : an Illustrated History;;;;;Sutton;Stroud;2001
Brown, S.;;;;Late Carthaginian Child Sacrifice and Sacrificial Monuments in their Mediterranean Context;;;;;Cambridge University Press;Cambridge;1991
Bubbio, P. D.;;;;Sacrifice in the post-Kantian Tradition : Perspectivism, Intersubjectivity, and Recognition;;;;;State University of New York Press;Albany;2014
Canetti, L.;;Immagine e sacrificio: un'antropologia storica della scultura votiva tra Antichità e Medioevo;Immagine e sacrificio: un'antropologia storica della scultura votiva tra Antichità e Medioevo;Statue: rituali, scienza e magia dalla tarda antichità al Rinascimento;;;;365-401;SISMEL - Edizioni del Galluzzo;Firenze;2017
Carnevale, L.;;;;Obbedienza di Abramo e sacrificio di Isacco: la ricezione di un racconto violento tra giudaismo e cristianesimo antico;;;;;Il Pozzo di Giacobbe;Trapani;2020
Carrasco, D.;"Juergensmeyer, M.; Kitts, M.; Jerryson, M.";Sacrifice/Human Sacrifice in Religious Traditions;Sacrifice/Human Sacrifice in Religious Traditions;The Oxford Handbook of Religion and Violence;;XI;;209-225;Oxford University Press;New York;2013
Cescon, B.;Ubbiali, S.;Sacrificio e vittime sacrificali;Sacrificio e vittime sacrificali;Il sacrificio: evento e rito;;;;245-260;Messaggero;Padova;1998
Clemens, D. M.;;;;Sources for Ugaritic Ritual and Sacrifice;;;;;Ugarit-verlag;Münster;2001
Coenradie, S.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Animal Substitution as a Reversed Sacrifice : an Intertextual Reading of Genesis 22 and the Animal Stories of Shusaku Endo;Animal Substitution as a Reversed Sacrifice : an Intertextual Reading of Genesis 22 and the Animal Stories of Shusaku Endo;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;288-307;Brill;Leiden;2017
Daly, R. J.;;;;Sacrifice in Pagan and Christian Antiquity;;;;;T&T Clark;London;2019
Daly, R. J.;;;;Christian Sacrifice : the Judaeo-Christian Background before Origen;;;;;The Catholic University of America Press;Washington;1978
Day, J.;;;;Molech : a God of Human Sacrifice in the Old Testament;;;;;Cambridge University Press;Cambridge;1989
De Heusch, L.;;;;Sacrifice in Africa : a Structuralist Approach;;;;;Manchester University Press;Manchester;1985
Dehouve, D.;;;;Offrandes et sacrifice en Mésoamérique;;;;;Riveneuve;Paris;2007
Delgado Ruiz, M.;"Boesch Gajano, S.; Scaraffia, L.";"Espacio sagrado, espacio de la violencia : el lugar del sacrificio en un ritual taurino en Cataluna (El ""corre-de-bou"" de Cardona)";"Espacio sagrado, espacio de la violencia : el lugar del sacrificio en un ritual taurino en Cataluna (El ""corre-de-bou"" de Cardona)";Luoghi sacri e spazi della santità;;;;209-218;Rosemberg & Sellier;Torino;1990
Detienne, M.;;Cibo carneo, sacrificio e società in Grecia : Il coltello da carne;Cibo carneo, sacrificio e società in Grecia : Il coltello da carne;;Dialoghi di archeologia : rivista quadrimestrale;1;;6-16;Il Saggiatore;Milano;1979
Dietz, T.;Korsch, D.;Schuld und Leiden bei Opfern und Tätern : Annäherungen an eine Phänomenologie des Bösen bei Paul Ricœur;Schuld und Leiden bei Opfern und Tätern : Annäherungen an eine Phänomenologie des Bösen bei Paul Ricœur;Paul Ricoeur und die evangelische Theologie;;;;60-74;Mohr Siebeck;Tübingen;2016
Drach, M.;;;;Technique et sacrifice dans la metallurgie africaine;;;;;Universite Paris, Departement d'economie appliquée;Paris;1994
Dumont, P. E.;;;;The Animal Sacrifice in the Taittiriya-Brahmana : the Part of the Hotar and the Part of the Maitravaruna in the Animal Sacrifice : the Sixth Prapathaka of the Taittiriya-Brahmana, with Translation;;;;;American Philosophical society;Philadelphia;1962
Dussaud, R.;;;;Les origines cananeennes du sacrifice israelite;;;;;Editions Ernest Lerou;Paris;1921
Duverger, C.;;;;La fleur letale : economie du sacrifice azteque;;;;;Éditions du Seuil;Paris;1979
"Duyndam, J.; Korte A.-M.; Poorthuis, M.";"Duyndam, J. Korte A.-M.; Poorthuis, M.";Sacrifice in Modernity : Community, Ritual, Identity;Sacrifice in Modernity : Community, Ritual, Identity;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;3-14;Brill;Leiden;2017
Eliade, M.;;;;I riti del costruire;;;;;Jaca book;Milano;1990
Flores, D. V.;;;;Funerary Sacrifice of Animals in the Egyptian Predynastic Period;;;;;Archaeopress;Oxford;2003
Foley, H. P.;;;;Ritual Irony : Poetry and Sacrifice in Euripides;;;;;Cornell University Press;Ithaca;1985
Fordahl, C.;;;;The Ultimate Sacrifice : Martyrdom, Sovereignty, and Secularization in the West;;;;;Routledge;London;2020
Frankfurter, D.;"Wright Knust, Jennifer; Várhelyi, Zsuzsanna";"Egyptian Religion and the Problem of the Category ""Sacrifice""";"Egyptian Religion and the Problem of the Category ""Sacrifice""";Ancient Mediterranean Sacrifice;;;;75-93;Oxford University Press;Oxford;2011
Garuti, P.;;Il sacrificio fra antropologia e Bibbia;Il sacrificio fra antropologia e Bibbia;E il Verbo si è fatto pane : l'Eucaristia tra Antico e Nuovo Testamento;;;;15-25;Cittadella;Assisi;2009
Gilders, W. K.;"Wright Knust, J.; Várhelyi, Z.";Jewish Sacrifice : its Nature and Function (according to Philo);Jewish Sacrifice : its Nature and Function (according to Philo);Ancient Mediterranean Sacrifice;;;;94-105;Oxford University Press;Oxford;2011
Girard, R.;;;;Violence and the Sacred;;;;;The Johns Hopkins University Press;Baltimore;1981
Van Goelst Meijer, S.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";The Nonviolent Sacrifice : the Role of Tapasya in Nonviolence;The Nonviolent Sacrifice : the Role of Tapasya in Nonviolence;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;89-105;Brill;Leiden;2017
Graf, F.;"Wright Knust, J.; Várhelyi, Z.";A Satirist's Sacrifices : Lucian's On Sacrifices and the Contestation of Religious Traditions;A Satirist's Sacrifices : Lucian's On Sacrifices and the Contestation of Religious Traditions;Ancient mediterranean sacrifice;;;;203-213;Oxford University Press;Oxford;2011
Graulich, M.;;;;Le sacrifice humain chez les Azteques;;;;;Fayars;Paris;2005
Grillo, A.;Ubbiali, S.;Differenza e antitesi tra sacrificio spirituale e sacrificio rituale : modernità, irrilevanza del rito e incomprensione della libertà;Differenza e antitesi tra sacrificio spirituale e sacrificio rituale : modernità, irrilevanza del rito e incomprensione della libertà;Il sacrificio : evento e rito;;;;203-243;Messaggero;Padova;1998
Grottanelli, C.;;;;Il sacrificio;;;;;Laterza;Roma - Bari;1999
Halbertal, M.;;;;On Sacrifice;;;;;Princeton University Press;Princeton;2012
Hastings, J.;;Sacrifice-Sudra;Sacrifice-Sudra;Encyclopaedia of Religion and Ethics;;11;;;"T.T. Clark; C. Scribner's Sons";Edinburgh - New York;1981
Heyman, G.;;;;The Power of Sacrifice : Roman and Christian Discourses in Conflict;;;;;Catholic University of America Press;Washington;2007
Hogg, G.;;;;Cannibalism and Human Sacrifice;;;;;Hale;London;1990
Holway, R.;;;;Becoming Achilles : Child-sacrifice, War, and Misrule in the Iliad and beyond;;;;;Lexington Books;Lanham;2012
Jacobs, A. S.;"Wright Knust, J.; Várhelyi, Z.";Passing : Jesus' Circumcision and Strategic Self-sacrifice;Passing : Jesus' Circumcision and Strategic Self-sacrifice;Ancient Mediterranean Sacrifice;;;;251-264;Oxford University Press;Oxford;2011
Boutin, C.;;;;Le Sacrifice d'Orphée;;;;;Jouve;Paris;1926
Kadletz, E.;;;;Animal Sacrifice in Greek and Roman Religion;;;;;University Microfilms International;Ann Arbor;1976
Lafont, G.;Ubbiali, S.;Sacrificio e rito : background antropologico e teologico di una rimozione;Sacrificio e rito : background antropologico e teologico di una rimozione;Il sacrificio : evento e rito;;;;53-67;Messaggero;Padova;1998
Lestingi, L.;;;;Dal sacro al sacrificio : note su religione e violenza;;;;;Palomar;Bari;2003
Levering, M.;;;;Sacrifice and Community : Jewish offering and Christian Eucharist;;;;;Blackwell;Oxford;2005
Lippert, R. K.;;;;Sanctuary, Sovereignty, Sacrifice : Canadian Sanctuary Incidents, Power, and Law;;;;;University of British Columbia Press;Vancouver;2005
Ljamai, A.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Sacrifice and Islamic Identity;Sacrifice and Islamic Identity;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;221-229;Brill;Leiden;2017
Loisy, A. F.;;;;Essai historique sur le sacrifice;;;;;Emile Nourry;Paris;1920
Loisy, A. F.;;;;The Highest Altar : unveiling the Mystery of Human Sacrifice;;;;;Penguin Books;New York;1990
Méniel, P.;;;;Les Gaulois et les animaux : elevage, repas et sacrifice;;;;;Errance;Paris;2001
Meshel, N. S.;;;;The Grammar of Sacrifice : a Generativist Study of the Israelite Sacrificial System in the Priestly Writings with a Grammar of [Sigma];;;;;Oxford University Press;Oxford;2014
Modéus, M.;;;;Sacrifice and Symbol : Biblical Šĕlāmîm in a Ritual Perspective;;;;;Almqvist & Wiksell International;Stockholm;2005
"Moffitt, D. M.; Mason, E. F.";;;;Son, Sacrifice, and Great Shepherd : Studies on the Epistle to the Hebrews;;;;;Mohr Siebeck;Tübingen;2020
Müller-Karpe, H.;;Il carattere religioso del sacrificio;Il carattere religioso del sacrificio;Miti e riti della preistoria : un secolo di studi sull'origine del senso del sacro : fonti scelte;;;;179-191;Jaca book;Milano;2000
Nasrallah, L. S.;"Wright Knust, J.; Várhelyi, Z.";The Embarrassment of Blood : Early Christians and others on Sacrifice, War, and Rational Worship;The Embarrassment of Blood : Early Christians and others on Sacrifice, War, and Rational Worship;Ancient Mediterranean Sacrifice;;;;142-166;Oxford University Press;Oxford;2011
Nistelrooij, I. van;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Self-sacrifice and Care Ethics;Self-sacrifice and Care Ethics;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;270-287;Brill;Leiden;2017
Nugteren, A.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Through Fire : Creative Aspects of Sacrificial Rituals in the Vedic-Hindu Continuum;Through Fire : Creative Aspects of Sacrificial Rituals in the Vedic-Hindu Continuum;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;109-131;Brill;Leiden;2017
Onida, P. P.;"Sini, F.; Onida,  P. P.";Il divieto dei sacrifici di animali nella legislazione di Costantino : una interpretazione sistematica;Il divieto dei sacrifici di animali nella legislazione di Costantino : una interpretazione sistematica;Poteri religiosi e istituzioni : il culto di san Costantino imperatore tra Oriente e Occidente;;;;73-169;G. Giappichelli;Torino;2003
Padinjattukara, G.;;;;Sacrifice and Cosmos : a Confrontation between the Vedic and Eucharistic Sacrifice;;;;;Institute of Pastoral Liturgy;Padova;2000
Parise, N. F.;;Sacrificio e misura del valore nella Grecia antica;Sacrificio e misura del valore nella Grecia antica;;Studi storici;4;;913-923;il Mulino;Bologna;1984
Ratti, C.;;;;Il sacrificio nell'Israele antico : riflessioni storiche, antropologiche e psicoanalitiche dalle origini all'età persiana (4. sec. a. C.);;;;;Aracne;Roma;2017
Read, K. A.;;;;Time and Sacrifice in the Aztec Cosmos;;;;;Indiana University Press;Bloomington;1998
Recht, L.;;;;Human Sacrifice : Archaeological Perspectives from around the World;;;;;Cambridge University Press;Cambridge;2019
Ribbens, B. J.;"Moffitt, D. M.; Mason, E. F.";The Positive Functions of Levitical Sacrifice in Hebrews;The Positive Functions of Levitical Sacrifice in Hebrews;Son, Sacrifice, and Great Shepherd : Studies on the Epistle to the Hebrews;;;;95-113;Mohr Siebeck;Tübingen;2020
Rives, J. B.;"Wright Knust, J.; Várhelyi, Z.";The Theology of Animal Sacrifice in the Ancient Greek World : Origins and Developments;The Theology of Animal Sacrifice in the Ancient Greek World : Origins and Developments;Ancient Mediterranean Sacrifice;;;;187-202;Oxford University Press;Oxford;2011
Rotondi, V.;;;;Il sacrificio a Roma : riti, gesti, interpretazioni / Valentina Rotondi;;;;;Aracne;Roma;2013
Rouwhorst, G. A. M.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Sacrifice in Early Christianity : the Social Dimensions of a Metaphor;Sacrifice in Early Christianity : the Social Dimensions of a Metaphor;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;132-146;Brill;Leiden;2017
Anonyous / Unknown;;;;Pro Fondazione Universale Hallesint : società civile promotrice, costituita in Roma l'11 luglio 1924 […]: L'Hallesismo è apostolato di sacrificio […];;;;;n. p.;n. p.;[1924?]
Salzman, M. R.;"Wright Knust, J.; Várhelyi, Z.";Thend of Public Sacrifice : changing Definitions of Sacrifice in post-Constantinian Rome and Italy;Thend of Public Sacrifice : changing Definitions of Sacrifice in post-Constantinian Rome and Italy;Ancient Mediterranean Sacrifice;;;;167-183;Oxford University Press;Oxford;2011
Saxl, F.;;Pagan Sacrifice in the Italian Renaissance;Pagan Sacrifice in the Italian Renaissance;;Journal of the Warburg Institute;4;2;346-367;The Warburg Institute;London;1939
Scheid, J.;;Sacrifice et banquet à Rome : quelques problemes;Sacrifice et banquet à Rome : quelques problemes;;Mélanges de l'école francaise de Rome;97;1;193-206;n. p.;n. p.;1985
Segal, C.;Calame, C.;"Matrimonio e sacrificio nelle ""Trachinie"" di Sofocle";"Matrimonio e sacrificio nelle ""Trachinie"" di Sofocle";L'amore in Grecia;;;;171-192;Laterza;Roma - Bari;1992
Sini, F.;"Sini, F.; Onida,  P. P.";Aspetti giuridici e rituali della religione romana : sacrifici, vittime e interpretazioni dei scerdoti;Aspetti giuridici e rituali della religione romana : sacrifici, vittime e interpretazioni dei scerdoti;Poteri religiosi e istituzioni : il culto di san Costantino imperatore tra Oriente e Occidente;;;;3-71;G. Giappichelli;Torino;2003
Solié, P.;;;;Le sacrifice : fondateur de civilisation et d'individuation;;;;;Albin Michel;Paris;1988
Stocking, C. H.;;;;The Politics of Sacrifice in Early Greek Myth and Poetry;;;;;Cambridge University Press;Cambridge;2017
Storm, M.;;;;Head and Heart : Valour and Self-sacrifice in the Art of India;;;;;Routledge India;New Delhi;2013
Strenski, I.;;;;Theology and the First Theory of Sacrifice;;;;;Brill;Leiden;2003
Surgy, A. de;;;;De l'universalité d'une forme africaine de sacrifice;;;;;Centre national de la recherche scientifique;Paris;1988
Terrin, A. N.;Ubbiali, S.;Il pasto scrificale nella storia comparata delle religioni;Il pasto scrificale nella storia comparata delle religioni;Il sacrificio : evento e rito;;;;263-310;Messaggero;Padova;1998
Thachil, J.;;;;The Vedic and the Christian Concept of Sacrifice;;;;;Pontifical Institute of Theology and Philosophy;Alwaye;1985
Tierney, P.;;;;The Highest Altar : the Story of Human Sacrifice;;;;;Bloomsbury;London;1989
Townsend, P.;"Wright Knust, J.; Várhelyi, Z.";Bonds of Flesh and Blood : Porphyry, Animal Sacrifice, and Empire;Bonds of Flesh and Blood : Porphyry, Animal Sacrifice, and Empire;Ancient Mediterranean Sacrifice;;;;214-231;Oxford University Press;Oxford;2011
Turin, T.;;;;E-pi-gra-fi-e : sacrificio e memoria;;;;;Biblos;Cittadella;2016
Ullucci, D. C.;"Wright Knust, J.; Várhelyi, Z.";Contesting the Meaning of Animal Sacrifice;Contesting the Meaning of Animal Sacrifice;Ancient Mediterranean Sacrifice;;;;57-74;Oxford University Press;Oxford;2011
Vallejo, A.;;;;Melquisedek, o El sacerdocio real;;;;;Itinerarium;Buenos Aires;1959
Várhelyi, Z.;"Wright Knust, J.; Várhelyi, Z.";Political Murder and Sacrifice : from Roman Republic to Empire;Political Murder and Sacrifice : from Roman Republic to Empire;Ancient Mediterranean Sacrifice;;;;125-141;Oxford University Press;Oxford;2011
Vernant, J.-P.;;;;Sacrifice et Alimentation Humaine à Propos du Prométhèe d'Hésiod;;;;;n. p.;n. p.;1977
Vesci, U. M.;;;;Heat and Sacrifice in the Vedas;;;;;Motilal Banarsidass;Delhi;1992
Wetter, A.-M.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Sacrificing Judith;Sacrificing Judith;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;201-217;Brill;Leiden;2017
Woodward, A.;;;;Book of Shrines and Sacrifice;;;;;B.T. Batsford;London;1992
Wulf, C. M.;"Duyndam, J. Korte A.-M.; Poorthuis, M.";Sacrifice-action within a Relationship : a Phenomenology of Sacrifice;Sacrifice-action within a Relationship : a Phenomenology of Sacrifice;Sacrifice in Modernity : Community, Ritual, Identity : from Nationalism and Nonviolence to Health Care and Harry Potter;;;;230-240;Brill;Leiden;2017
Yerkes, R. K.;;;;Sacrifice in Greek and Roman Religions and Early Judaism;;;;;Adam and Charles Black;London;1953
Yoyotte, J.;;Héra d'Héliopolis et le sacrifice humain : annuaire resumes des Conferences et Travaux;Héra d'Héliopolis et le sacrifice humain : annuaire resumes des Conferences et Travaux;;Annuaire école pratique des hautes études;89;;31-102;n. p.;n. p.;[1988?]
Zaghetto, L.;"Mariotti, V.; Neri, D.; Pancaldi, P.";I cavalli del sole : il sacrificio del cavallo nel contesto indoeuopeo : nuove evidenze archeologiche e iconografiche dall'areale altoadriatico;I cavalli del sole : il sacrificio del cavallo nel contesto indoeuopeo : nuove evidenze archeologiche e iconografiche dall'areale altoadriatico;Uomini e dei : forme di religiosità tra archeologia, antropologia, storia e folklore;;;;71-129;Phoenix Company;San Giovanni in Persiceto;2017
Zito, A.;;;;Of Body & Brush : Grand Sacrifice as Text-Performance in Eighteenth-Century China;;;;;The University of Chicago Press;Chicago;1997
Zolli, E.;;;;Il sacrificio dei semiti mesopotamici e il sacrificio antico-testamentario;;;;;Carlo Ferrari;Venezia;1934
;Parise, N. F.;;;Bernhard Laum : origine della moneta e teoria del sacrificio : atti dell'incontro di studio : Roma 1995;;;;;Istituto italiano di numismatica;Roma;1997
;"Lippolis, E.; Vannicelli, P.; Parisi, V.";;;Il sacrificio : forme rituali, linguaggi e strutture sociali : seminari di storia e archeologia greca, Sapienza Università di Roma, Roma, 27-29 maggio 2015;;;;;Quasar;Roma;2018
;"Maffei, R.; Fantini, F.";;;Tracce di un sacrificio : rilettura civile del mito di Alcesti per uomini e donne separati da percorsi distinti attraverso le parole di Rilke, Alfieri, Savinio, Levi, Solzenicin, Kafka, Shakespeare, Yeats, Pasolini, Turoldo : Roma, [Teatro Valle] : dal 5 maggio al 10 maggio 1998;;;;;Centro servizi e spettacoli di Udine;Udine;[1998?]
;"Grottanelli, C. ; Parise, N. F.";;;Sacrificio e società nel mondo antico;;;;;Laterza;Roma - Bari;1993
;Ubbiali, S.;;;Il sacrificio : evento e rito;;;;;Messaggero;Padova;1998
;Baumgarten, A. I.;;;Sacrifice in Religious Experience;;;;;Brill;Leiden;2002
;"Marin, M.; Mantovani, M.";;;Ira e sacrificio : negazione del divino e dell'umano?;;;;;LAS;Roma;2004
;Vattoni, F.;;;Sangue e antropologia: riti e culto : atti della 5. Settimana, Roma, 26 novembre-1 dicembre 1984;;;;;Pia unione Preziosissimo Sangue;Roma;1987
Mirarchi, G.;;;;Il sacrificio di Abramo in antico e medio inglese;;;;;Liguori;Napoli;1984
;Cartry, M.;;;Sous le masque de l'animal : essay sur le sacrifice en Afrique noire;;;;;Presses universitaires de France;Paris;1987
;"Wright Kunst, J.; Várhelyi, Z.";;;Ancient Mediterranean Sacrifice;;;;;Oxford University Press;Oxford;2011
;;Le sacrifice 2;Le sacrifice 2;Systèmes de pensée en Afrique noire;;;;;École Pratique des Hautes Études. Section des sciences religieuses;Paris;1978
;;Le sacrifice 3;Le sacrifice 3;Systèmes de pensée en Afrique noire;;;;;École Pratique des Hautes Études. Section des sciences religieuses;Paris;1979
;;Le sacrifice 4;Le sacrifice 4;Systèmes de pensée en Afrique noire;;;;;École Pratique des Hautes Études. Section des sciences religieuses;Paris;1981
;;Le sacrifice 5;Le sacrifice 5;Systèmes de pensée en Afrique noire;;;;;École Pratique des Hautes Études. Section des sciences religieuses;Paris;1983
