AUTHOR;DATES / CENTURY;VIAF;TITLE;SHORT TITLE;YEAR;PLACE;PUBLISHER / DEALER;LANGUAGE;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;LINKS
Alcedo y Avellaneda, Mauricio de;[ ? ] - 1642;http://viaf.org/viaf/290837665;Jerusalén cautiva, y motivos sobre su destrucción. Successos, y entrega de los Santos Lugares de Palestina, a la Serafica Religión de S. Francisco. Y el directo dominio que sobre ellos tiene su Rey y Señor nuestro, la Magestad Catolica de Filipo Quarto, Rey de las Españas, y Emperador del Nuevo Mundo. Discursos en declaracion de quan aceta es a Dios la limosna que hazen los Fieles a su S. Sepulcro;Jerusalén cautiva, y motivos sobre su destrucción. Successos, y entrega de los Santos Lugares de Palestina, a la Serafica Religión de S. Francisco. Y el directo dominio que sobre ellos tiene su Rey y Señor nuestro, la Magestad Catolica de Filipo Quarto, Rey de las Españas, y Emperador del Nuevo Mundo. Discursos en declaracion de quan aceta es a Dios la limosna que hazen los Fieles a su S. Sepulcro;1642;Madrid;"María de Quiñones ; a costa de Francisco de Robles";Spanish;Crusades;Holy Land;Jerusalem;Christian-Islamic relations;Martyrdom ;https://granatensis.ugr.es/permalink/34CBUA_UGR/1p2iirq/alma991009217109704990
Aldrete, Bernardo;1560 - 1641;http://viaf.org/viaf/100187060;Carta al Papa Urbano VIII;Carta al Papa Urbano VIII;1630;Cordoba;n. p.;Latin;Martyrdom;Relics;Reconquista;Canonization of the Saints;Correspondences;http://www.worldcat.org/oclc/804926652
Aldrete, Bernardo;1560 - 1641;http://viaf.org/viaf/100187060;Varias antigüedades de España, África y otras provincias. Por el doctor Bernardo Aldrete [...];Varias antigüedades de España, África y otras provincias. Por el doctor Bernardo Aldrete [...];1614;Antwerp;Geeraerd Wolschaten & Hendrik Aertssens, impresores;Spanish;Church History;Christian-Islamic relations;Spain;Reconquista;Africa;http://bdh-rd.bne.es/viewer.vm?id=0000090256&page=1
Baena Parada, Juan de;[1648] - 1699;http://viaf.org/viaf/56992922;Epitome da vida, e feitos d'El Rei Dom Sebastião de Portugal: para servir de Desengano aos Sectarios, que esperam pela sua vinda: com a Chronologia dos Senhores Reys de Portugal.;Epitome da vida, e feitos d'El Rei Dom Sebastião de Portugal: para servir de Desengano aos Sectarios, que esperam pela sua vinda: com a Chronologia dos Senhores Reys de Portugal.;1691;Madrid;Francisco Barries;Portuguese;Crusades;Sebastian of Portugal;Portugal;Martyrdom;Biographies;https://books.google.es/books?id=ZeRSfCkLiKYC&lpg=PP1&hl=it&pg=PP1#v=onepage&q&f=false
Baena Parada, Juan de;[1648] - 1699;http://viaf.org/viaf/56992922;Epitome de la vida, y feitos del Rei D. Sebastião de Portugal, e unico deste nome, jornadas que fez a conquista de Africa, y sua morte desgraçada. Com discursos Escolasticos, Politicos, Historicos e Moraes, deduzidos da mesma Historia.;Epitome de la vida, y feitos del Rei D. Sebastião de Portugal, e unico deste nome, jornadas que fez a conquista de Africa, y sua morte desgraçada. Com discursos Escolasticos, Politicos, Historicos e Moraes, deduzidos da mesma Historia.;1691;Madrid;Francisco Barries;Portuguese;Crusades;Sebastian of Portugal;Portugal;Martyrdom;Biographies;https://books.google.es/books?id=ZeRSfCkLiKYC&lpg=PP1&hl=it&pg=PP1#v=onepage&q&f=false
Baena Parada, Juan de;[1648] - 1699;http://viaf.org/viaf/56992922;Epítome de la vida, y hechos de don Sebastian Dezimo Sexto Rey de Portugal, y único deste nombre. Jornadas que hizo à las conquistas de Africa, y su muerte desgraciada. Con discursos escolásticos, políticos, historiales, y morales, deduzidos de la mesma Historia. Dirigido a la Serenissima Reyna de los Angeles, María Santissima Señora nuestra, con Título de la Soledad. Por el Licenciado D. Juan de Baena Parada, Presbytero, Natural de la Coronada Villa de Madrid. Con Privilegio.;Epítome de la vida, y hechos de don Sebastian Dezimo Sexto Rey de Portugal, y único deste nombre. Jornadas que hizo à las conquistas de Africa, y su muerte desgraciada. Con discursos escolásticos, políticos, historiales, y morales, deduzidos de la mesma Historia. Dirigido a la Serenissima Reyna de los Angeles, María Santissima Señora nuestra, con Título de la Soledad. Por el Licenciado D. Juan de Baena Parada, Presbytero, Natural de la Coronada Villa de Madrid. Con Privilegio.;1692;Madrid;Antonio Gonçalez de Reyes;Spanish;Crusades;Sebastian of Portugal;Portugal;Martyrdom;Biographies;https://books.google.es/books?id=c1BoAAAAcAAJ&hl=it&pg=PP7#v=onepage&q&f=false
Anonymous / Unknown;;;Mártires de Turón. Notas biográficas y reseñas del martirio de los religiosos bárbaramente asesinados por los revolucionarios de Turón (Asturias) 9 Octubre 1934;Mártires de Turón. Notas biográficas y reseñas del martirio de los religiosos bárbaramente asesinados por los revolucionarios de Turón (Asturias) 9 Octubre 1934;1935;Madrid;La Instrucción Popular (Imprenta E. Mestre);Spanish;Martyrdom;Spanish Civil War;Anticlericalism;Violence against Clergy;Persecutions;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=1714610{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Merino, Diego Marcelo;20;;¡Sangre de Mártires! Vida y martirio de un extremeño en la Ciudad de los Concilios (Fausto Cantero Roncero);¡Sangre de Mártires! Vida y martirio de un extremeño en la Ciudad de los Concilios (Fausto Cantero Roncero);1954;Cáceres;Publicaciones del Departamento de Seminarios de la Jefatura Provincial del Movimiento;Spanish;Fausto Cantero Roncero;Spanish Civil War;Martyrdom;Violence against Clergy;Persecutions;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=1732874{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Bau Prades, Calasanz;1904 - 1967;http://viaf.org/viaf/166100693;La persecución religiosa en la zona roja española durante la guerra de liberación. Estudio histórico;La persecución religiosa en la zona roja española durante la guerra de liberación. Estudio histórico;[1953];n. p.;n. p.;Spanish;Spanish Civil War;Anticlericalism;Martyrdom;Violence against Clergy;Persecutions;https://books.google.es/books?q=editions:UOM39015069252990&id=ELpIAAAAMAAJ&hl=it 
Covarrubias Orozco, Sebastián de;1539 - 1613;http://viaf.org/viaf/100187896;"""Martyrio"". In: Tesoro de la lengua castellana, o española [...] compuesto por Sebastian de Cobarrubias Orozco [...]  (ad vocem).";"""Martyrio"". In: Tesoro de la lengua castellana, o española [...] compuesto por Sebastian de Cobarrubias Orozco [...]  (ad vocem).";1611;Madrid;por Luis Sanchez;Spanish;Martyrdom;Saints;Self-Sacrifice;Biblical Commentaries;Catholic Theory of Sacrifice;http://bdh-rd.bne.es/viewer.vm?id=0000178994&page=1
Anonymous / Unknown;18;;“Martyrio”.  In:  Diccionario de la lengua castellana en que se explica el verdadero sentido de las voces, su naturaleza y calidad, con las phrases o modos de hablar, los proverbios o rephranes, y otras cosas convenientes al uso de la lengua. Compuesto por la Real Academia Española [...] (6 vols.);“Martyrio”.  In:  Diccionario de la lengua castellana en que se explica el verdadero sentido de las voces, su naturaleza y calidad, con las phrases o modos de hablar, los proverbios o rephranes, y otras cosas convenientes al uso de la lengua. Compuesto por la Real Academia Española [...] (6 vols.);1726 - 1739;Madrid;En la imprenta de Francisco del Hierro, impresor de la Real Academia Española  //  El tomo tercero por la Viuda de Francisco del Hierro // Del tomo cuarto al sexto por los Herederos de Francisco del Hierro.;Spanish;Martyrdom;Saints;Self-Sacrifice;Biblical Commentaries;Catholic Theory of Sacrifice;http://bdh-rd.bne.es/viewer.vm?id=0000053799&page=1
Anonymous / Unknown;16;;Verdadera relación sobre un martirio que dieron los turcos, enemigos de nuestra sancta fe católica, en Constantinopla a un devoto fraile de la orden de Sant Francisco, llamado fray Gonçalo Lobo, con un milagro que Nuestra Señora de Monserrate hizo con un clérigo de missa, natural de Caçalla, que es en el Andaluzia, el qual, yendo a Orán a rescatar a un hermano suyo que estava captivo en Buxia, fue captivo y vendido a un renegado llamado Alí Caysí. Impresso con licencia en Córdoba por Juan Baptista Año de M.D.LXXIII;Verdadera relacion sobre un martyrio que dieron los Turcos [...] en Constantinopla a un devoto Frayle de la orden de sant Francisco llamado Fray Gonçalo Lobo.;1577;Cordoba;Juan Baptista, Impresor;Spanish;Martyrdom;Istanbul;Franciscans (O.F.M.);Redemption of Captives;Ottoman Empire;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/20/R.MICRO^2F9014/0/X1105040397?user_id=WEBSERVER
Araujo, Francisco de;1580 - 1664;http://viaf.org/viaf/6757402;Historia de los mártires de la ciudad de Otrento, Reyno de Nápoles, por la presa, que della hizo ob Baja Acomat en nombre de Mahometo Otomano Emperador de Constantinople, al anno de 1480, su recuperacion por Fernando I. de Aragon Rey del dicho Reyno.;Historia de los mártires de la ciudad de Otrento, Reyno de Nápoles, por la presa, que della hizo ob Baja Acomat en nombre de Mahometo Otomano Emperador de Constantinople, al anno de 1480, su recuperacion por Fernando I. de Aragon Rey del dicho Reyno.;1631;Naples;Egidio Longo, Estampador Regio;Spanish;Martyrdom;Otranto;Ottoman Empire;Crusades;Christian-Islamic relations;https://books.google.es/books?id=hRUKBg7l8oYC&hl=it&pg=PA1#v=onepage&q&f=false
Pardo, Francisco;16 - 17;[ L'autore non è presente nel database di Viaf.org ];"Aqui se contiene una obra verdadera, muy digna de memoria ... de como la Soltana fue bautizada en Berberia y de la orden y traça que tuvo ella y otras quatro renegadas y un renegado, y otros cautivos Christianos para venirse a España y de como se embarcaron en Argel y de como tomaron puerto en Denia. Compuesta por Francisco Pardo privado de la vista corporal; con dos letrillas al cabo de una en alabança de la Madre de Dios, y la otra en alabança de Sant Iacintho.";"Aqui se contiene una obra verdadera, muy digna de memoria ... de como la Soltana fue bautizada en Berberia y de la orden y traça que tuvo ella y otras quatro renegadas y un renegado, y otros cautivos Christianos para venirse a España y de como se embarcaron en Argel y de como tomaron puerto en Denia. Compuesta por Francisco Pardo privado de la vista corporal; con dos letrillas al cabo de una en alabança de la Madre de Dios, y la otra en alabança de Sant Iacintho.";1595;Barcelona;Sebastian de Cormella;Spanish;Villancicos;Cordel Literature;Renegades;North Africa;Conversions;http://www.worldcat.org/oclc/433159144
Anonymous / Unknown;17;;Verdadera relacion que un cautivo embio de Constantinopla a un Religioso de la Orden de San Francisco pariente suyo, en que le dà cuenta del martyrio que se dio a un mancebo Christiano, y a una Turca noble, por que se bolviò Christiana, y de secreto se desposò con el. Sucedio agora nuevamente este presente año de 1631.;Verdadera relacion que un cautivo embio de Constantinopla a un Religioso de la Orden de San Francisco pariente suyo, en que le dà cuenta del martyrio que se dio a un mancebo Christiano, y a una Turca noble, por que se bolviò Christiana, y de secreto se desposò con el. Sucedio agora nuevamente este presente año de 1631.;1631;n. p.;Viuda de Juan de Cabrera;Spanish;Martyrdom;Istanbul;Islamic Martyrdom;Conversions;Ottoman Empire;https://books.google.es/books?id=OBp1MwEACAAJ&dq=Verdadera+relacion+que+un+cautivo+embio+de+Constantinopla+a+un+Religioso+de+la+Orden+de+San+Francisco+pariente+suyo,+en+que+le+d%C3%A0+cuenta+del+martyrio+que+se+dio+a+un+mancebo&hl=it&sa=X&redir_esc=y
Anonymous / Unknown;18 - 19;;Estragos y ruinas, que la invasion de los exércitos franceses, ha causado en la península de España, en quanto á la verdadera Católica creencia, y rectitud de costumbres, que para su reparacion merece la atencion zelosa de los verdaderos Pastores Ministros del Santuario. Por un Párroco Extremeño del Priorato de San Marcos de León, en el Órden Militar de Santiago, Individuo del mismo Orden.;Estragos y ruinas, que la invasion de los exércitos franceses, ha causado en la península de España, en quanto á la verdadera Católica creencia, y rectitud de costumbres, que para su reparacion merece la atencion zelosa de los verdaderos Pastores Ministros del Santuario. Por un Párroco Extremeño del Priorato de San Marcos de León, en el Órden Militar de Santiago, Individuo del mismo Orden.;1814;Madrid;López García y hermano.;Spanish;French Invasion of Spain;Sacrifice for the Nation;Secular Martyrs;Anticlericalism;Spanish Independance War;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=6756307{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Anonymous / Unknown;18 - 19;;"Versión parafrástica del Psalmo LXXVIII. Parece que nadie podrá leer este salmo sin considerarle como una profecía de las calamidades con que la divina justicia ha querido afligir à España por medio de la ferocidad de los franceses desde que la invadieron en 1808; y del fervor con que las almas buenas han implorado e imploran la misericordia del Señor [...]";"Versión parafrástica del Psalmo LXXVIII. Parece que nadie podrá leer este salmo sin considerarle como una profecía de las calamidades con que la divina justicia ha querido afligir à España por medio de la ferocidad de los franceses desde que la invadieron en 1808; y del fervor con que las almas buenas han implorado e imploran la misericordia del Señor [...]";1813;Madrid;Imprenta de Fuentenebro;Spanish;French Invasion of Spain;Spanish Independance War;Sacrifice for the Nation;Secular Martyrs;Psalms;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=3727399{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Bermúdez de Pedraza, Francisco;1585 - 1655;http://viaf.org/viaf/64133476;Antigüedad y Excelencias de Granada. Por el Licenciado Francisco Bermudez de Pedraza, natural della: Abogado en los Reales Consejos de su Magestad. Dirigido a la muy noble, nombrada, y gran ciudad de Granada.;Antigüedad y Excelencias de Granada. Por el Licenciado Francisco Bermudez de Pedraza, natural della: Abogado en los Reales Consejos de su Magestad. Dirigido a la muy noble, nombrada, y gran ciudad de Granada.;1608;Madrid;Luis Sánchez;Spanish;Granada;Reconquista;Martyrdom ;Saints;Christian-Islamic relations;https://books.google.es/books?id=ZwwnR-Vu1rIC&hl=it&pg=PP5#v=onepage&q&f=false
Bermúdez de Pedraza, Francisco;1585 - 1655;http://viaf.org/viaf/64133476;Historia eclesiastica, principios y progressos de la ciudad, y religion Catolica de Granada. Corona de su Poderoso Reyno, y excelencias de su corona.;Historia eclesiastica, principios y progressos de la ciudad, y religion Catolica de Granada. Corona de su Poderoso Reyno, y excelencias de su corona.;1638;Granada;Andrés de Santiago;Spanish;Reconquista;Martyrdom ;Granada;Ugíjar;Moriscos;https://books.google.es/books?id=bXyDq5QqAJwC&hl=it&pg=PP3#v=onepage&q&f=false
Carrasco, Benito;16;[ Autore non presente in Viaf.org ];Relación muy verdadera agora nuevamente sucedida, la qual trata de la vida que un clerigo passo en Argel, como convirtio a su amo, y el martirio que se dio al Moro.;Relación muy verdadera agora nuevamente sucedida, la qual trata de la vida que un clerigo passo en Argel, como convirtio a su amo, y el martirio que se dio al Moro.;1588;Barcelona;Pedro Malo;Spanish;Islamic Martyrdom;Conversions;Algiers;Redemption of Captives;Cordel Literature;https://www.rae.es/relacion-muy-verdadera
Arredondo y Alvarado, Gonzalo de;1488 - 1522;http://viaf.org/viaf/71651919;Castillo inexpugnable defensorio de la fee y concionatorio admirable para vencer a todos enemigos espirituales y corporales. Y verdadera relacion de las cosas maravillosas antiguas y modernas. Y exortacion para yr contra el turco: y le vencer y anichilar la secta de Mahoma y toda infidelidad y ganar la tierra sancta con famoso y bienaventurado triumpho.;Castillo inexpugnable defensorio de la fee y concionatorio admirable para vencer a todos enemigos espirituales y corporales. Y verdadera relacion de las cosas maravillosas antiguas y modernas. Y exortacion para yr contra el turco: y le vencer y anichilar la secta de Mahoma y toda infidelidad y ganar la tierra sancta con famoso y bienaventurado triumpho.;1528;Burgos;Juan de Junta;Spanish;Crusades;Reconquista;Holy War;Catholic Theory of Sacrifice;Propaganda;https://books.google.es/books?id=oaDiYRJGJ0EC&hl=it&pg=PR1#v=onepage&q&f=false
[Santos Alonso, Hilario] ,  Martín, Manuel José;fl. 1757 - 1785;http://viaf.org/viaf/61410557;Historia verdadera del falso y perverso profeta Mahoma. Sacada de S. Eulogio, Juan Sagredo, fray Jayme Bleda y otros;Historia verdadera del falso y perverso profeta Mahoma. Sacada de S. Eulogio, Juan Sagredo, fray Jayme Bleda y otros;1772;Murcia;Francisco Benedito;Spanish;Catholic Treaties on Islam;Anti-Islamic Controversy;Reconquista;Crusades;Heresy;https://bvpb.mcu.es/es/consulta/registro.cmd?control=CCPB000064628
